rank,symbol,name,industry,score_total,score_revenue,score_expectation_gap,score_price_volume,score_theme_group,score_chip,score_catalyst,risk_penalty,score_raw_available_norm,score_coverage_adjusted,score_cap,stage,entry_zone,reasons,risk_flags,last_close,ret_20d,ret_60d,volume_z_20,volume_expansion_ratio,rs_20d,rs_60d,breakout_flag,breakout_120d_flag,ma_alignment_bull_flag,mode,score_data_coverage_ratio,robot_slot_coverage_ratio,robot_slot_statuses,available_radars,degraded_radars,core_data_ready_flag,created_at
1,2597,潤弘,,55.95,55.0,100.0,66.0,,75.0,15.0,0.0,65.8235,55.95,100.0,S2,early_watch,"[""突破 60 日整理區"", ""成交量為 20 日均量 3.0 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]",[],184.5,0.1826923076923077,0.11818181818181817,2.0121662053392924,2.9726623996761954,,,1,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
2,2379,瑞昱,,49.85,55.0,100.0,38.0,,85.0,,0.0,66.4667,49.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",643.0,0.08614864864864868,0.3978260869565218,1.188808576529846,1.5078541544193529,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
3,2727,王品,,49.85,55.0,100.0,83.0,,95.0,,10.0,79.8,49.85,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 1.9 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",246.0,0.049040511727078906,0.07423580786026207,2.113270571583029,1.8914228018232744,,,1,1,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
4,4771,望隼,,49.85,65.0,100.0,38.0,,45.0,15.0,0.0,58.6471,49.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.7 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]",[],196.0,0.023498694516971286,0.12643678160919536,0.8943966519424311,1.6950273219192782,,,0,0,1,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
5,3023,信邦,,47.85,55.0,100.0,83.0,,75.0,,10.0,77.1333,47.85,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 2.0 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",329.0,0.08760330578512399,0.45575221238938046,2.2142264904642137,2.0398699676876006,,,1,1,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
6,2615,萬海,,47.7,40.0,100.0,66.0,,95.0,50.0,10.0,67.8824,47.7,100.0,S1,watch_only,"[""突破 60 日整理區"", ""成交量為 20 日均量 2.0 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",86.1,0.12549019607843137,0.08712125401048953,1.9319149245097154,2.0208979707532544,,,1,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
7,5386,青雲,,45.1,80.0,100.0,38.0,,75.0,,10.0,73.4667,45.1,100.0,S1,watch_only,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",511.0,0.08723404255319145,0.6248012718600955,0.5059009344723014,1.3886157543974653,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
8,2855,統一證,,44.35,65.0,75.0,83.0,,30.0,35.0,10.0,63.9412,44.35,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 2.9 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",59.1,0.47750000000000004,0.9898989387820738,2.2116188358717004,2.905082043146926,,,1,1,1,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
9,6885,全福生技,,44.2,80.0,100.0,66.0,,10.0,,10.0,72.2667,44.2,100.0,S1,watch_only,"[""突破 60 日整理區"", ""成交量為 20 日均量 2.4 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",26.55,0.16447368421052633,0.06626507657621872,1.967145239424157,2.402728712227746,,,1,0,0,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
10,6021,美好證,,42.85,65.0,100.0,83.0,,0.0,,10.0,70.4667,42.85,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 2.7 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",44.3,0.2675250357653789,0.41307814992025493,2.0458570752202965,2.6576105886450714,,,1,1,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
11,6192,巨路,,42.35,65.0,90.0,23.0,,35.0,,0.0,56.4667,42.35,100.0,S1,watch_only,"[""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",129.0,0.040322580645161255,0.040322580645161255,-1.0646795733829744,0.45402438875898876,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
12,6957,裕慶-KY,,42.35,65.0,100.0,28.0,,5.0,,0.0,56.4667,42.35,100.0,S1,watch_only,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",191.5,0.18209876543209869,0.1968749999999999,0.6273967782056261,1.4753643336471889,,,0,0,0,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
13,7788,松川精密,,42.35,55.0,100.0,38.0,,10.0,,0.0,56.4667,42.35,100.0,S1,watch_only,"[""成交量為 20 日均量 2.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",224.0,0.30612244897959173,0.4933333333333334,1.9573214452507757,2.3732194916735136,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
14,2820,華票,,41.85,65.0,100.0,28.0,,0.0,,0.0,55.8,41.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",17.2,0.020771513353115667,0.017751502262803864,0.5704900190199763,1.3922470148563795,,,0,0,0,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
15,5880,合庫金,,41.6,50.0,100.0,28.0,,20.0,15.0,0.0,48.9412,41.6,100.0,S1,watch_only,"[""成交量為 20 日均量 1.2 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]",[],23.45,0.017353579175704903,0.015151498387464768,0.3764882502248856,1.2270883727672421,,,0,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
16,3406,玉晶光,,41.35,55.0,100.0,83.0,,10.0,,10.0,68.4667,41.35,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 2.1 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",682.0,0.34782608695652173,0.6613885505481121,1.4444382745786133,2.0774727077870283,,,1,1,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
17,2542,興富發,,41.0,80.0,80.0,20.0,,65.0,45.0,10.0,60.0,41.0,100.0,S1,watch_only,"[""成交量為 20 日均量 1.5 倍，屬於有效放量區"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",43.0,0.07499999999999996,0.19444444444444442,1.0632598555793873,1.4710349295619471,,,0,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
18,2451,創見,,40.6,80.0,100.0,38.0,,30.0,,10.0,67.4667,40.6,100.0,S1,watch_only,"[""成交量為 20 日均量 1.2 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",321.5,0.028799999999999937,0.4613636363636364,0.5230159705482134,1.2287071607558282,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
19,5351,鈺創,,40.35,65.0,100.0,38.0,,20.0,45.0,10.0,59.2353,40.35,100.0,S1,watch_only,"[""成交量為 20 日均量 1.9 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",86.2,0.14780292942743012,0.5017421602787457,2.0571225638020514,1.8711783392257593,,,0,0,1,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
20,1533,車王電,,39.85,65.0,100.0,38.0,,45.0,15.0,10.0,58.6471,39.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",39.9,0.1787296898079762,0.3366834000032075,0.46070572326821124,1.3795176980639543,,,0,0,1,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
21,6996,力領科技,,39.85,55.0,90.0,23.0,,35.0,,0.0,53.1333,39.85,100.0,S1,watch_only,"[""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",192.5,0.04054054054054057,0.10951008645533133,-1.2526299283529176,0.3523412146499768,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
22,1342,八貫,,39.45,65.0,100.0,66.0,,0.0,,10.0,65.9333,39.45,100.0,S1,watch_only,"[""突破 60 日整理區"", ""成交量為 20 日均量 3.3 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",104.0,0.08786610878661105,0.09820489283479783,2.5211063893653214,3.3346602052100067,,,1,0,0,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
23,2059,川湖,,39.35,65.0,90.0,83.0,,65.0,,18.0,76.4667,39.35,100.0,S1,watch_only,"[""突破 120 日整理區"", ""成交量為 20 日均量 2.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""估值偏熱"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",5620.0,0.0563909774436091,0.8366013071895424,1.8902202927230007,2.440503489913293,,,1,1,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
24,3706,神達,,39.35,65.0,100.0,13.0,,55.0,50.0,10.0,58.0588,39.35,100.0,S1,watch_only,"[""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",92.4,0.07192575406032486,0.16519541543639082,0.11758397160561047,1.0991098135539437,,,0,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
25,2364,倫飛,,38.85,65.0,100.0,28.0,,55.0,15.0,10.0,57.4706,38.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高""]",76.1,0.19092331768388093,0.24143557825677275,0.31669870394418065,1.431935691418029,,,0,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
26,5871,中租-KY,,38.85,15.0,100.0,28.0,,45.0,50.0,0.0,45.7059,38.85,100.0,S1,watch_only,"[""成交量為 20 日均量 1.7 倍，屬於有效放量區"", ""站上 20 日與 60 日均線"", ""價量轉強但尚未完全過熱，預期差仍可接受""]",[],118.0,0.04888888888888898,0.13461538461538458,1.389986298565642,1.7275474410677762,,,0,0,0,full_short_term_radar,0.85,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip"", ""catalyst""]","[""theme_group""]",1,2026-06-09T08:14:56
27,5410,國眾,,38.35,65.0,100.0,38.0,,45.0,,10.0,64.4667,38.35,100.0,S1,watch_only,"[""成交量為 20 日均量 1.4 倍，屬於有效放量區"", ""均線結構轉為多頭排列"", ""價量轉強但尚未完全過熱，預期差仍可接受""]","[""注意股，短線風險升高"", ""catalyst 缺資料，缺少 1-6 個月重估催化劑""]",40.05,0.09128065395095342,0.3024390243902437,0.5834070492996016,1.4170706371191135,,,0,0,1,full_short_term_radar,0.75,1.0,"{""PRICE_SLOT"": ""installed"", ""UNIVERSE_SLOT"": ""installed"", ""REVENUE_SLOT"": ""installed"", ""CHIP_SLOT"": ""installed"", ""SURVEILLANCE_SLOT"": ""installed"", ""CATALYST_SLOT"": ""installed"", ""CORPORATE_SLOT"": ""installed"", ""FINANCIAL_SLOT"": ""installed"", ""VALUATION_SLOT"": ""installed"", ""CALENDAR_SLOT"": ""installed""}","[""revenue"", ""expectation_gap"", ""price_volume"", ""chip""]","[""theme_group"", ""catalyst""]",0,2026-06-09T08:14:56
